symbol,name,market,market_tw,category,yf_suffix,yf_ticker
4581,光隆精密-KY,sii,上市,汽車工業,.TW,4581.TW
4583,台灣精銳,sii,上市,電機機械,.TW,4583.TW
4584,君帆,otc,上櫃,電機機械,.TWO,4584.TWO
4588,玖鼎電力,sii,上市,其他電子業,.TW,4588.TW
4609,唐鋒,otc,上櫃,居家生活,.TWO,4609.TWO
4702,中美實,otc,上櫃,居家生活,.TWO,4702.TWO
4703,揚華,otc,上櫃,電子工業,.TWO,4703.TWO
4706,大恭,otc,上櫃,化學工業,.TWO,4706.TWO
4707,磐亞,otc,上櫃,化學工業,.TWO,4707.TWO
4711,永純,otc,上櫃,化學工業,.TWO,4711.TWO
4712,南璋,otc,上櫃,其他,.TWO,4712.TWO
4714,永捷,otc,上櫃,化學工業,.TWO,4714.TWO
4716,大立,otc,上櫃,化學工業,.TWO,4716.TWO
4720,德淵,sii,上市,化學工業,.TW,4720.TW
4721,美琪瑪,otc,上櫃,化學工業,.TWO,4721.TWO
4722,國精化,sii,上市,化學工業,.TW,4722.TW
4725,信昌化,sii,上市,化學生技醫療,.TW,4725.TW
4726,永昕,otc,上櫃,生技醫療業,.TWO,4726.TWO
4728,雙美,otc,上櫃,生技醫療業,.TWO,4728.TWO
4729,熒茂,otc,上櫃,光電業,.TWO,4729.TWO
4733,上緯,sii,上市,化學生技醫療,.TW,4733.TW
4735,豪展,otc,上櫃,生技醫療業,.TWO,4735.TWO
4736,泰博,sii,上市,生技醫療業,.TW,4736.TW
4737,華廣,sii,上市,生技醫療業,.TW,4737.TW
4739,康普,sii,上市,化學工業,.TW,4739.TW
4741,泓瀚,otc,上櫃,化學工業,.TWO,4741.TWO
4743,合一,otc,上櫃,生技醫療業,.TWO,4743.TWO
4744,皇將,otc,上櫃,生技醫療業,.TWO,4744.TWO
4745,合富-KY,otc,上櫃,生技醫療業,.TWO,4745.TWO
4746,台耀,sii,上市,生技醫療業,.TW,4746.TW
4747,強生,otc,上櫃,生技醫療業,.TWO,4747.TWO
4754,國碳科,otc,上櫃,化學工業,.TWO,4754.TWO
4755,三福化,sii,上市,化學工業,.TW,4755.TW
4760,勤凱,otc,上櫃,其他電子業,.TWO,4760.TWO
4762,三汰-KY,otc,上櫃,化學生技醫療,.TWO,4762.TWO
4763,材料-KY,sii,上市,化學工業,.TW,4763.TW
4764,雙鍵,sii,上市,化學工業,.TW,4764.TW
4766,南寶,sii,上市,化學工業,.TW,4766.TW
4767,誠泰科技,otc,上櫃,化學工業,.TWO,4767.TWO
4768,晶呈科技,otc,上櫃,化學工業,.TWO,4768.TWO
4770,上品,sii,上市,化學工業,.TW,4770.TW
4771,望隼,sii,上市,生技醫療業,.TW,4771.TW
4801,高盛,otc,上櫃,電子工業,.TWO,4801.TWO
4803,VHQ-KY,otc,上櫃,其他,.TWO,4803.TWO
4804,大略-KY,otc,上櫃,觀光餐旅,.TWO,4804.TWO
4806,桂田文創,otc,上櫃,文化創意業,.TWO,4806.TWO
4807,日成-KY,sii,上市,貿易百貨,.TW,4807.TW
4903,聯光通,otc,上櫃,通信網路業,.TWO,4903.TWO
4904,遠傳,sii,上市,通信網路業,.TW,4904.TW
4905,台聯電,otc,上櫃,通信網路業,.TWO,4905.TWO
4906,正文,sii,上市,通信網路業,.TW,4906.TW
4907,富宇,otc,上櫃,建材營造,.TWO,4907.TWO
4908,前鼎,otc,上櫃,通信網路業,.TWO,4908.TWO
4909,新復興,otc,上櫃,通信網路業,.TWO,4909.TWO
4911,德英,otc,上櫃,生技醫療業,.TWO,4911.TWO
4912,聯德控股-KY,sii,上市,電子零組件業,.TW,4912.TW
4915,致伸,sii,上市,電子零組件業,.TW,4915.TW
4916,事欣科,sii,上市,電腦及週邊設備業,.TW,4916.TW
4919,新唐,sii,上市,半導體業,.TW,4919.TW
4923,力士,otc,上櫃,半導體業,.TWO,4923.TWO
4924,欣厚-KY,otc,上櫃,電腦及週邊設備業,.TWO,4924.TWO
4927,泰鼎-KY,sii,上市,電子零組件業,.TW,4927.TW
4930,燦星網,sii,上市,電器電纜,.TW,4930.TW
4931,新盛力,otc,上櫃,電腦及週邊設備業,.TWO,4931.TWO
4933,友輝,otc,上櫃,光電業,.TWO,4933.TWO
4934,太極,sii,上市,光電業,.TW,4934.TW
4935,茂林-KY,sii,上市,光電業,.TW,4935.TW
4938,和碩,sii,上市,電腦及週邊設備業,.TW,4938.TW
4939,亞電,otc,上櫃,電子零組件業,.TWO,4939.TWO
4942,嘉彰,sii,上市,光電業,.TW,4942.TW
4943,康控-KY,sii,上市,電子零組件業,.TW,4943.TW
4944,兆遠,otc,上櫃,其他,.TWO,4944.TWO
4945,陞達科技,otc,上櫃,半導體業,.TWO,4945.TWO
4946,辣椒,otc,上櫃,文化創意業,.TWO,4946.TWO
4947,昂寶-KY,otc,上櫃,電子工業,.TWO,4947.TWO
4949,有成精密,sii,上市,光電業,.TW,4949.TW
4950,牧東,otc,上櫃,其他,.TWO,4950.TWO
4951,精拓科,otc,上櫃,半導體業,.TWO,4951.TWO
4952,凌通,sii,上市,半導體業,.TW,4952.TW
4953,緯軟,otc,上櫃,資訊服務業,.TWO,4953.TWO
4956,光鋐,sii,上市,光電業,.TW,4956.TW
4958,臻鼎-KY,sii,上市,電子零組件業,.TW,4958.TW
4960,誠美材,sii,上市,光電業,.TW,4960.TW
4961,天鈺,sii,上市,半導體業,.TW,4961.TW
4965,商店街,otc,上櫃,其他,.TWO,4965.TWO
4966,譜瑞-KY,otc,上櫃,半導體業,.TWO,4966.TWO
4967,十銓,sii,上市,半導體業,.TW,4967.TW
4968,立積,sii,上市,半導體業,.TW,4968.TW
4971,IET-KY,otc,上櫃,半導體業,.TWO,4971.TWO
4972,湯石照明,otc,上櫃,光電業,.TWO,4972.TWO
4973,廣穎,otc,上櫃,半導體業,.TWO,4973.TWO
4974,亞泰,otc,上櫃,電子零組件業,.TWO,4974.TWO
4976,佳凌,sii,上市,光電業,.TW,4976.TW
4977,眾達-KY,sii,上市,通信網路業,.TW,4977.TW
4979,華星光,otc,上櫃,通信網路業,.TWO,4979.TWO
4984,科納-KY,sii,上市,電子工業,.TW,4984.TW
4987,科誠,otc,上櫃,電腦及週邊設備業,.TWO,4987.TWO
4989,榮科,sii,上市,電子零組件業,.TW,4989.TW
4991,環宇-KY,otc,上櫃,半導體業,.TWO,4991.TWO
4994,傳奇,sii,上市,資訊服務業,.TW,4994.TW
4995,晶達,otc,上櫃,光電業,.TWO,4995.TWO
4999,鑫禾,sii,上市,電子零組件業,.TW,4999.TW
5007,三星,sii,上市,鋼鐵工業,.TW,5007.TW
5009,榮剛,otc,上櫃,鋼鐵工業,.TWO,5009.TWO
5011,久陽,otc,上櫃,鋼鐵工業,.TWO,5011.TWO
5013,強新,otc,上櫃,鋼鐵工業,.TWO,5013.TWO
5014,建錩,otc,上櫃,鋼鐵工業,.TWO,5014.TWO
5015,華祺,otc,上櫃,鋼鐵工業,.TWO,5015.TWO
5016,松和,otc,上櫃,鋼鐵工業,.TWO,5016.TWO
5017,新泰伸,otc,上櫃,鋼鐵工業,.TWO,5017.TWO
5102,富強,otc,上櫃,橡膠工業,.TWO,5102.TWO
5201,凱衛,otc,上櫃,資訊服務業,.TWO,5201.TWO
5202,力新,otc,上櫃,資訊服務業,.TWO,5202.TWO
5203,訊連,sii,上市,資訊服務業,.TW,5203.TW
5204,得捷,otc,上櫃,電子工業,.TWO,5204.TWO
5205,中茂,otc,上櫃,綠能環保,.TWO,5205.TWO
5206,坤悅,otc,上櫃,建材營造,.TWO,5206.TWO
5207,飛雅,otc,上櫃,電子工業,.TWO,5207.TWO
5209,新鼎,otc,上櫃,其他,.TWO,5209.TWO
5210,寶碩,otc,上櫃,資訊服務業,.TWO,5210.TWO
5211,蒙恬,otc,上櫃,資訊服務業,.TWO,5211.TWO
5212,凌網,otc,上櫃,資訊服務業,.TWO,5212.TWO
5213,亞昕,otc,上櫃,建材營造,.TWO,5213.TWO
5215,科嘉-KY,sii,上市,電腦及週邊設備業,.TW,5215.TW
5220,萬達光電,otc,上櫃,光電業,.TWO,5220.TWO
5222,全訊,sii,上市,半導體業,.TW,5222.TW
5223,安力-KY,otc,上櫃,電腦及週邊設備業,.TWO,5223.TWO
5225,東科-KY,sii,上市,其他電子業,.TW,5225.TW
5227,立凱-KY,otc,上櫃,電子零組件業,.TWO,5227.TWO
5228,鈺鎧,otc,上櫃,電子零組件業,.TWO,5228.TWO
5230,雷笛克光學,otc,上櫃,光電業,.TWO,5230.TWO
5234,達興材料,sii,上市,光電業,.TW,5234.TW
5236,凌陽創新,otc,上櫃,半導體業,.TWO,5236.TWO
5243,乙盛-KY,sii,上市,光電業,.TW,5243.TW
5244,弘凱,sii,上市,光電業,.TW,5244.TW
5245,智晶,otc,上櫃,光電業,.TWO,5245.TWO
5251,天鉞電,otc,上櫃,光電業,.TWO,5251.TWO
5255,美桀,otc,上櫃,電子工業,.TWO,5255.TWO
5258,虹堡,sii,上市,電腦及週邊設備業,.TW,5258.TW
5259,奕智博,sii,上市,電子工業,.TW,5259.TW
5261,創傑,otc,上櫃,電子工業,.TWO,5261.TWO
5263,智崴,otc,上櫃,文化創意業,.TWO,5263.TWO
5264,鎧勝-KY,sii,上市,電子工業,.TW,5264.TW
5266,F*AS,otc,上櫃,電子工業,.TWO,5266.TWO
5269,祥碩,sii,上市,半導體業,.TW,5269.TW
5272,笙科,otc,上櫃,半導體業,.TWO,5272.TWO
5274,信驊,otc,上櫃,半導體業,.TWO,5274.TWO
5276,達輝-KY,otc,上櫃,其他,.TWO,5276.TWO
5278,尚凡,otc,上櫃,數位雲端,.TWO,5278.TWO
5280,F-敦泰,sii,上市,電子工業,.TW,5280.TW
5281,大峽谷-KY,otc,上櫃,其他,.TWO,5281.TWO
5283,禾聯碩,sii,上市,電器電纜,.TW,5283.TW
5284,jpp-KY,sii,上市,其他,.TW,5284.TW
5285,界霖,sii,上市,半導體業,.TW,5285.TW
5287,數字,otc,上櫃,數位雲端,.TWO,5287.TWO
5288,豐祥-KY,sii,上市,電機機械,.TW,5288.TW
5289,宜鼎,otc,上櫃,電腦及週邊設備業,.TWO,5289.TWO
5291,邑昇,otc,上櫃,電子零組件業,.TWO,5291.TWO
5292,華懋,sii,上市,綠能環保,.TW,5292.TW
5299,杰力,otc,上櫃,半導體業,.TWO,5299.TWO
5301,寶得利,otc,上櫃,觀光餐旅,.TWO,5301.TWO
5302,太欣,otc,上櫃,半導體業,.TWO,5302.TWO
5304,鼎創達,otc,上櫃,其他,.TWO,5304.TWO
5305,敦南,sii,上市,電子工業,.TW,5305.TW
5306,桂盟,sii,上市,運動休閒,.TW,5306.TW
5309,系統電,otc,上櫃,電子零組件業,.TWO,5309.TWO
5310,天剛,otc,上櫃,資訊服務業,.TWO,5310.TWO
5312,寶島科,otc,上櫃,生技醫療業,.TWO,5312.TWO
5314,世紀,otc,上櫃,半導體業,.TWO,5314.TWO
5315,光聯,otc,上櫃,光電業,.TWO,5315.TWO
5317,凱美,otc,上櫃,電子工業,.TWO,5317.TWO
5318,佳鼎,otc,上櫃,電子工業,.TWO,5318.TWO
5321,美而快,otc,上櫃,數位雲端,.TWO,5321.TWO
5324,士開,otc,上櫃,建材營造,.TWO,5324.TWO
5326,漢磊,pub,公開發行,電子工業,-,-
5328,華容,otc,上櫃,電子零組件業,.TWO,5328.TWO
5340,建榮,otc,上櫃,電子零組件業,.TWO,5340.TWO
5344,立衛,otc,上櫃,半導體業,.TWO,5344.TWO
5345,天揚,otc,上櫃,其他,.TWO,5345.TWO
5346,力晶,otc,上櫃,其他證券,.TWO,5346.TWO
5347,世界,otc,上櫃,半導體業,.TWO,5347.TWO
5348,正能量智能,otc,上櫃,通信網路業,.TWO,5348.TWO
5349,先豐,otc,上櫃,電子工業,.TWO,5349.TWO
5351,鈺創,otc,上櫃,半導體業,.TWO,5351.TWO
5353,台林,otc,上櫃,通信網路業,.TWO,5353.TWO
5355,佳總,otc,上櫃,電子零組件業,.TWO,5355.TWO
5356,協益,otc,上櫃,電腦及週邊設備業,.TWO,5356.TWO
5364,力麗店,otc,上櫃,觀光餐旅,.TWO,5364.TWO
5371,中光電,otc,上櫃,光電業,.TWO,5371.TWO
5376,東正元,otc,上櫃,電子工業,.TWO,5376.TWO
5381,合正,otc,上櫃,電子零組件業,.TWO,5381.TWO
5383,金利,otc,上櫃,其他,.TWO,5383.TWO
5384,捷元,otc,上櫃,電子工業,.TWO,5384.TWO
5386,青雲,otc,上櫃,電腦及週邊設備業,.TWO,5386.TWO
5387,茂德,otc,上櫃,其他證券,.TWO,5387.TWO
5388,中磊,sii,上市,通信網路業,.TW,5388.TW
5392,能率,otc,上櫃,光電業,.TWO,5392.TWO
5395,圓方,otc,上櫃,其他,.TWO,5395.TWO
5398,慕康生醫,otc,上櫃,其他,.TWO,5398.TWO
5403,中菲,otc,上櫃,資訊服務業,.TWO,5403.TWO
5410,國眾,otc,上櫃,資訊服務業,.TWO,5410.TWO
5414,磐英,otc,上櫃,電子工業,.TWO,5414.TWO
5425,台半,otc,上櫃,半導體業,.TWO,5425.TWO
5426,振發,otc,上櫃,電腦及週邊設備業,.TWO,5426.TWO
5432,新門,otc,上櫃,綠能環保,.TWO,5432.TWO
5434,崇越,sii,上市,電子通路業,.TW,5434.TW
5438,東友,otc,上櫃,電腦及週邊設備業,.TWO,5438.TWO
5439,高技,otc,上櫃,電子零組件業,.TWO,5439.TWO
5443,均豪,otc,上櫃,光電業,.TWO,5443.TWO
5450,南良,otc,上櫃,其他,.TWO,5450.TWO
5452,佶優,otc,上櫃,其他電子業,.TWO,5452.TWO
5455,昇益,otc,上櫃,建材營造,.TWO,5455.TWO
5457,宣德,otc,上櫃,電子零組件業,.TWO,5457.TWO
5460,同協,otc,上櫃,電子零組件業,.TWO,5460.TWO
5464,霖宏,otc,上櫃,電子零組件業,.TWO,5464.TWO
5465,富驊,otc,上櫃,電腦及週邊設備業,.TWO,5465.TWO
5466,泰林,otc,上櫃,電子工業,.TWO,5466.TWO
5467,聯福生,otc,上櫃,電子工業,.TWO,5467.TWO
5468,凱鈺,otc,上櫃,半導體業,.TWO,5468.TWO
5469,瀚宇博,sii,上市,電子零組件業,.TW,5469.TW
5471,松翰,sii,上市,半導體業,.TW,5471.TW
5474,聰泰,otc,上櫃,電腦及週邊設備業,.TWO,5474.TWO
5475,德宏,otc,上櫃,電子零組件業,.TWO,5475.TWO
5478,智冠,otc,上櫃,文化創意業,.TWO,5478.TWO
5480,統盟,otc,上櫃,電子工業,.TWO,5480.TWO
5481,新華,otc,上櫃,其他,.TWO,5481.TWO
5483,中美晶,otc,上櫃,半導體業,.TWO,5483.TWO
5484,慧友,sii,上市,光電業,.TW,5484.TW
5487,通泰,otc,上櫃,半導體業,.TWO,5487.TWO
5488,松普,otc,上櫃,電子零組件業,.TWO,5488.TWO
5489,彩富,otc,上櫃,其他電子業,.TWO,5489.TWO
5490,同亨,otc,上櫃,電腦及週邊設備業,.TWO,5490.TWO
5491,連展,otc,上櫃,電子工業,.TWO,5491.TWO
5492,亞智科,otc,上櫃,橡膠工業,.TWO,5492.TWO
5493,三聯,otc,上櫃,其他電子業,.TWO,5493.TWO
5498,凱崴,otc,上櫃,電子零組件業,.TWO,5498.TWO
5501,金腦科,otc,上櫃,電子工業,.TWO,5501.TWO
5505,和旺,otc,上櫃,建材營造,.TWO,5505.TWO
5506,長鴻,otc,上櫃,建材營造,.TWO,5506.TWO
5508,永信建,otc,上櫃,建材營造,.TWO,5508.TWO
5511,德昌,otc,上櫃,建材營造,.TWO,5511.TWO
5512,力麒,otc,上櫃,建材營造,.TWO,5512.TWO
5514,三豐,otc,上櫃,建材營造,.TWO,5514.TWO
5515,建國,sii,上市,建材營造,.TW,5515.TW
5516,雙喜,otc,上櫃,建材營造,.TWO,5516.TWO
5519,隆大,sii,上市,建材營造,.TW,5519.TW
5520,力泰,otc,上櫃,建材營造,.TWO,5520.TWO
5521,工信,sii,上市,建材營造,.TW,5521.TW
5522,遠雄,sii,上市,建材營造,.TW,5522.TW
5523,豐謙,otc,上櫃,建材營造,.TWO,5523.TWO
5525,順天,sii,上市,建材營造,.TW,5525.TW
5529,鉅陞,otc,上櫃,建材營造,.TWO,5529.TWO
5530,龍巖,otc,上櫃,其他,.TWO,5530.TWO
5531,鄉林,sii,上市,建材營造,.TW,5531.TW
5533,皇鼎,sii,上市,建材營造,.TW,5533.TW
5534,長虹,sii,上市,建材營造,.TW,5534.TW
5536,聖暉*,otc,上櫃,其他電子業,.TWO,5536.TWO
5538,東明-KY,sii,上市,鋼鐵工業,.TW,5538.TW
5543,桓鼎-KY,otc,上櫃,建材營造,.TWO,5543.TWO
5546,永固-KY,sii,上市,建材營造,.TW,5546.TW
5548,安倉,otc,上櫃,建材營造,.TWO,5548.TWO
5601,台聯櫃,otc,上櫃,航運業,.TWO,5601.TWO
5603,陸海,otc,上櫃,航運業,.TWO,5603.TWO
5604,中連,otc,上櫃,其他,.TWO,5604.TWO
5605,遠航,otc,上櫃,航運業,.TWO,5605.TWO
5607,遠雄港,sii,上市,航運業,.TW,5607.TW
5608,四維航,sii,上市,航運業,.TW,5608.TW
5609,中菲行,otc,上櫃,航運業,.TWO,5609.TWO
5701,劍湖山,otc,上櫃,觀光餐旅,.TWO,5701.TWO
5703,亞都,otc,上櫃,觀光餐旅,.TWO,5703.TWO
5704,老爺知,otc,上櫃,觀光餐旅,.TWO,5704.TWO
5706,鳳凰,sii,上市,觀光餐旅,.TW,5706.TW
5810,寶華,otc,上櫃,金融保險業,.TWO,5810.TWO
5818,僑銀,otc,上櫃,金融保險業,.TWO,5818.TWO
5820,日盛金,otc,上櫃,金融保險業,.TWO,5820.TWO
5854,合庫,sii,上市,其他證券,.TW,5854.TW
5864,致和證,otc,上櫃,金融業,.TWO,5864.TWO
5871,中租-KY,sii,上市,其他,.TW,5871.TW
5871A,中租-KY甲特,other_securities,其他,其他證券,-,-
5876,上海商銀,sii,上市,金融保險業,.TW,5876.TW
5878,台名,otc,上櫃,金融業,.TWO,5878.TWO
5880,合庫金,sii,上市,金融保險業,.TW,5880.TW
5902,德記,otc,上櫃,居家生活,.TWO,5902.TWO
5903,全家,otc,上櫃,居家生活,.TWO,5903.TWO
5904,寶雅,otc,上櫃,居家生活,.TWO,5904.TWO
5905,南仁湖,otc,上櫃,觀光餐旅,.TWO,5905.TWO
5906,台南-KY,sii,上市,貿易百貨,.TW,5906.TW
5907,大洋-KY,sii,上市,貿易百貨,.TW,5907.TW
6005,群益證,sii,上市,金融保險業,.TW,6005.TW
6008,凱基證,otc,上櫃,其他證券,.TWO,6008.TWO
6012,金鼎證,sii,上市,金融保險業,.TW,6012.TW
6015,宏遠證,otc,上櫃,金融業,.TWO,6015.TWO
6016,康和證,otc,上櫃,金融業,.TWO,6016.TWO
6020,大展證,otc,上櫃,金融業,.TWO,6020.TWO
6021,美好證,otc,上櫃,金融業,.TWO,6021.TWO
6022,大眾證,otc,上櫃,金融保險業,.TWO,6022.TWO
6023,元大期,otc,上櫃,金融業,.TWO,6023.TWO
6024,群益期,sii,上市,金融保險業,.TW,6024.TW
6026,福邦證,otc,上櫃,金融業,.TWO,6026.TWO
6101,寬魚國際,otc,上櫃,文化創意業,.TWO,6101.TWO
6103,合邦,otc,上櫃,半導體業,.TWO,6103.TWO
6104,創惟,otc,上櫃,半導體業,.TWO,6104.TWO
6105,瑞傳,otc,上櫃,電子工業,.TWO,6105.TWO
6107,華美,otc,上櫃,電子工業,.TWO,6107.TWO
6108,競國,sii,上市,電子零組件業,.TW,6108.TW
6109,亞元,otc,上櫃,通信網路業,.TWO,6109.TWO
6110,艾群,otc,上櫃,電子工業,.TWO,6110.TWO
6111,大宇資,otc,上櫃,文化創意業,.TWO,6111.TWO
6112,邁達特,sii,上市,資訊服務業,.TW,6112.TW
6113,亞矽,otc,上櫃,電子通路業,.TWO,6113.TWO
6114,久威,otc,上櫃,電子零組件業,.TWO,6114.TWO
6115,鎰勝,sii,上市,電子零組件業,.TW,6115.TW
6116,彩晶,sii,上市,光電業,.TW,6116.TW
6117,迎廣,sii,上市,電腦及週邊設備業,.TW,6117.TW
6118,建達,otc,上櫃,電子通路業,.TWO,6118.TWO
6119,大傳,sii,上市,電子工業,.TW,6119.TW
6120,達運,sii,上市,光電業,.TW,6120.TW
6121,新普,otc,上櫃,電腦及週邊設備業,.TWO,6121.TWO
6122,擎邦,otc,上櫃,電機機械,.TWO,6122.TWO
6123,上奇,otc,上櫃,資訊服務業,.TWO,6123.TWO
6124,業強,otc,上櫃,電子零組件業,.TWO,6124.TWO
6125,廣運,otc,上櫃,光電業,.TWO,6125.TWO
6126,信音,otc,上櫃,電子零組件業,.TWO,6126.TWO
6127,九豪,otc,上櫃,電子零組件業,.TWO,6127.TWO
6128,上福,sii,上市,電腦及週邊設備業,.TW,6128.TW
6129,普誠,otc,上櫃,半導體業,.TWO,6129.TWO
6130,上亞科技,otc,上櫃,生技醫療業,.TWO,6130.TWO
6131,鈞泰,sii,上市,電子工業,.TW,6131.TW
6133,金橋,sii,上市,電子零組件業,.TW,6133.TW
6134,萬旭,otc,上櫃,電子零組件業,.TWO,6134.TWO
6135,佳營,otc,上櫃,電子工業,.TWO,6135.TWO
6136,富爾特,sii,上市,通信網路業,.TW,6136.TW
6138,茂達,otc,上櫃,半導體業,.TWO,6138.TWO
6139,亞翔,sii,上市,其他電子業,.TW,6139.TW
6140,訊達,otc,上櫃,資訊服務業,.TWO,6140.TWO
6141,柏承,sii,上市,電子零組件業,.TW,6141.TW
6142,友勁,sii,上市,通信網路業,.TW,6142.TW
6143,振曜,otc,上櫃,通信網路業,.TWO,6143.TWO
6144,得利影,otc,上櫃,文化創意業,.TWO,6144.TWO
6145,勁永,sii,上市,電子工業,.TW,6145.TW
6146,耕興,otc,上櫃,其他電子業,.TWO,6146.TWO
6147,頎邦,otc,上櫃,半導體業,.TWO,6147.TWO
6148,驊宏資,otc,上櫃,資訊服務業,.TWO,6148.TWO
6149,禾鴻,otc,上櫃,電子工業,.TWO,6149.TWO
6150,撼訊,otc,上櫃,電腦及週邊設備業,.TWO,6150.TWO
6151,晉倫,otc,上櫃,其他電子業,.TWO,6151.TWO
6152,百一,sii,上市,通信網路業,.TW,6152.TW
6153,嘉聯益,sii,上市,電子零組件業,.TW,6153.TW
6154,順發,otc,上櫃,電子通路業,.TWO,6154.TWO
6155,鈞寶,sii,上市,電子零組件業,.TW,6155.TW
6156,松上,otc,上櫃,電子零組件業,.TWO,6156.TWO
6158,禾昌,otc,上櫃,電子零組件業,.TWO,6158.TWO
6159,詮鼎,otc,上櫃,電子工業,.TWO,6159.TWO
6160,欣技,otc,上櫃,電腦及週邊設備業,.TWO,6160.TWO
6161,捷波,otc,上櫃,電腦及週邊設備業,.TWO,6161.TWO
6163,華電網,otc,上櫃,通信網路業,.TWO,6163.TWO
6164,華興,sii,上市,光電業,.TW,6164.TW
6165,浪凡,sii,上市,數位雲端,.TW,6165.TW
6166,凌華,sii,上市,電腦及週邊設備業,.TW,6166.TW
6167,久正,otc,上櫃,光電業,.TWO,6167.TWO
6168,宏齊,sii,上市,光電業,.TW,6168.TW
6169,昱泉,otc,上櫃,文化創意業,.TWO,6169.TWO
6170,統振,otc,上櫃,通信網路業,.TWO,6170.TWO
6171,大城地產,otc,上櫃,建材營造,.TWO,6171.TWO
6172,互億,sii,上市,電子工業,.TW,6172.TW
6173,信昌電,otc,上櫃,電子零組件業,.TWO,6173.TWO
6174,安碁,otc,上櫃,電子零組件業,.TWO,6174.TWO
6175,立敦,otc,上櫃,電子零組件業,.TWO,6175.TWO
6176,瑞儀,sii,上市,光電業,.TW,6176.TW
6177,達麗,sii,上市,建材營造,.TW,6177.TW
6179,亞通,otc,上櫃,其他,.TWO,6179.TWO
6180,橘子,otc,上櫃,文化創意業,.TWO,6180.TWO
6182,合晶,otc,上櫃,半導體業,.TWO,6182.TWO
6183,關貿,sii,上市,資訊服務業,.TW,6183.TW
6184,大豐電,sii,上市,其他,.TW,6184.TW
6185,幃翔,otc,上櫃,電子零組件業,.TWO,6185.TWO
6186,新潤,otc,上櫃,建材營造,.TWO,6186.TWO
6187,萬潤,otc,上櫃,其他電子業,.TWO,6187.TWO
6188,廣明,otc,上櫃,電腦及週邊設備業,.TWO,6188.TWO
6189,豐藝,sii,上市,電子通路業,.TW,6189.TW
6190,萬泰科,otc,上櫃,通信網路業,.TWO,6190.TWO
6191,精成科,sii,上市,電子零組件業,.TW,6191.TW
6192,巨路,sii,上市,其他電子業,.TW,6192.TW
6194,育富,otc,上櫃,電子零組件業,.TWO,6194.TWO
6195,詩肯,otc,上櫃,居家生活,.TWO,6195.TWO
6196,帆宣,sii,上市,其他電子業,.TW,6196.TW
6197,佳必琪,sii,上市,電子零組件業,.TW,6197.TW
6198,瑞築,otc,上櫃,建材營造,.TWO,6198.TWO
6199,天品,otc,上櫃,其他,.TWO,6199.TWO
6201,亞弘電,sii,上市,其他電子業,.TW,6201.TW
6202,盛群,sii,上市,半導體業,.TW,6202.TW
6203,海韻電,otc,上櫃,電子零組件業,.TWO,6203.TWO
6204,艾華,otc,上櫃,電子零組件業,.TWO,6204.TWO
6205,詮欣,sii,上市,電子零組件業,.TW,6205.TW
6206,飛捷,sii,上市,電腦及週邊設備業,.TW,6206.TW
6207,雷科,otc,上櫃,電子零組件業,.TWO,6207.TWO
6208,日揚,otc,上櫃,電子零組件業,.TWO,6208.TWO
6209,今國光,sii,上市,光電業,.TW,6209.TW
6210,慶生,otc,上櫃,電子零組件業,.TWO,6210.TWO
6211,福登,otc,上櫃,電子工業,.TWO,6211.TWO
6212,理銘,otc,上櫃,建材營造,.TWO,6212.TWO
6213,聯茂,sii,上市,電子零組件業,.TW,6213.TW
6214,精誠,sii,上市,資訊服務業,.TW,6214.TW
6215,和椿,sii,上市,其他電子業,.TW,6215.TW
6216,居易,sii,上市,通信網路業,.TW,6216.TW
6217,中探針,otc,上櫃,電子零組件業,.TWO,6217.TWO
6218,豪勉,otc,上櫃,通信網路業,.TWO,6218.TWO
6219,富旺,otc,上櫃,建材營造,.TWO,6219.TWO
6220,岳豐,otc,上櫃,電子零組件業,.TWO,6220.TWO
6221,晉泰,otc,上櫃,資訊服務業,.TWO,6221.TWO
6222,上揚,otc,上櫃,光電業,.TWO,6222.TWO
6223,旺矽,otc,上櫃,半導體業,.TWO,6223.TWO
6224,聚鼎,sii,上市,電子零組件業,.TW,6224.TW
6225,天瀚,sii,上市,光電業,.TW,6225.TW
6226,光鼎,sii,上市,光電業,.TW,6226.TW
6227,茂綸,otc,上櫃,電子通路業,.TWO,6227.TWO
6228,全譜,otc,上櫃,電腦及週邊設備業,.TWO,6228.TWO
6229,研通,otc,上櫃,半導體業,.TWO,6229.TWO
6230,尼得科超眾,sii,上市,電腦及週邊設備業,.TW,6230.TW
6231,系微,otc,上櫃,資訊服務業,.TWO,6231.TWO
6232,仕欽,otc,上櫃,電子工業,.TWO,6232.TWO
6233,旺玖,otc,上櫃,半導體業,.TWO,6233.TWO
6234,高僑,otc,上櫃,光電業,.TWO,6234.TWO
6235,華孚,sii,上市,電腦及週邊設備業,.TW,6235.TW
6236,中湛,otc,上櫃,其他,.TWO,6236.TWO
6237,驊訊,otc,上櫃,半導體業,.TWO,6237.TWO
6238,勝麗,otc,上櫃,電子工業,.TWO,6238.TWO
6239,力成,sii,上市,半導體業,.TW,6239.TW
6240,松崗,otc,上櫃,其他,.TWO,6240.TWO
6241,易通展,otc,上櫃,通信網路業,.TWO,6241.TWO
6242,立康,otc,上櫃,生技醫療業,.TWO,6242.TWO
6243,迅杰,sii,上市,半導體業,.TW,6243.TW
